term,translation,category,status,confidence,source,chapterRefs,reviewer,reviewedAt,locked,notes,options,desc_en,desc_vi
business viability,tính khả thi của mô hình kinh doanh,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 11 (bổ sung),tính khả thi của mô hình kinh doanh,ability of a business idea or model to generate sustainable revenue and operate successfully over time,khả năng một ý tưởng hoặc mô hình kinh doanh có thể tạo ra doanh thu bền vững và hoạt động hiệu quả trong dài hạn
competitive positioning,vị thế cạnh tranh,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 11 (bổ sung),vị thế cạnh tranh,process of establishing a business’s position relative to competitors in the minds of target customers,quá trình xác định vị trí của doanh nghiệp so với đối thủ cạnh tranh trong nhận thức của khách hàng mục tiêu
revenue model design,thiết kế mô hình doanh thu,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 11 (bổ sung),thiết kế mô hình doanh thu,"process of defining how a business generates revenue from its products, services, or customers","quá trình xác định cách thức doanh nghiệp tạo ra doanh thu từ sản phẩm, dịch vụ hoặc khách hàng"
absolute capacity,công suất tối đa tuyệt đối,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,công suất tối đa tuyệt đối,highest volume of units that a machine can produce within a specified time period,sản lượng đơn vị lớn nhất mà một máy có thể sản xuất trong một khoảng thời gian xác định
baselining,thiết lập đường cơ sở,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,thiết lập đường cơ sở,internal comparison of actual outcomes with expected outcomes,việc so sánh nội bộ giữa kết quả thực tế và kết quả kỳ vọng
business accelerator,chương trình tăng tốc khởi nghiệp,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,chương trình tăng tốc khởi nghiệp,organization formed by an alliance of business professionals who assist entrepreneurs in their startup or early stage businesses in exchange for an equity investment in the entrepreneur’s company,"tổ chức được hình thành bởi sự liên kết của các chuyên gia kinh doanh nhằm hỗ trợ các doanh nhân trong giai đoạn khởi nghiệp hoặc giai đoạn đầu, đổi lại một khoản đầu tư vốn cổ phần vào doanh nghiệp của họ"
business incubator,vườn ươm doanh nghiệp,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,vườn ươm doanh nghiệp,"organization formed by a consortium of established professionals or organizations assisting startup or early stage businesses that provides office space, financial support, technical support, or advisors whose specialized skills in management and marketing complement the technical talents of the entrepreneur","tổ chức được hình thành bởi một liên minh các chuyên gia hoặc tổ chức có kinh nghiệm nhằm hỗ trợ các doanh nghiệp khởi nghiệp hoặc giai đoạn đầu, cung cấp không gian làm việc, hỗ trợ tài chính, hỗ trợ kỹ thuật hoặc các cố vấn có kỹ năng chuyên môn về quản lý và marketing nhằm bổ trợ cho năng lực kỹ thuật của doanh nhân"
capital expense,chi phí đầu tư tài sản,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,chi phí đầu tư tài sản,major purchase of a functional asset that is expected to last longer than three years or that still has financial value after being fully depreciated,khoản chi lớn để mua một tài sản phục vụ hoạt động có thời gian sử dụng dự kiến trên ba năm hoặc vẫn còn giá trị tài chính sau khi đã được khấu hao hết
capital improvements,cải tiến tài sản,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,cải tiến tài sản,"major repairs or improvements that add to the life of an asset by improving its longevity, increasing its value or productivity, or extending its usefulness","các sửa chữa hoặc cải tiến lớn giúp kéo dài tuổi thọ của tài sản bằng cách tăng độ bền, tăng giá trị hoặc năng suất, hoặc kéo dài tính hữu dụng của tài sản"
closed group,nhóm đóng,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,nhóm đóng,"formal, structured group of individuals who have a strict process or specific criteria that applicants must meet before being accepted as members","nhóm chính thức, có cấu trúc, trong đó các cá nhân phải đáp ứng quy trình nghiêm ngặt hoặc các tiêu chí cụ thể trước khi được chấp nhận làm thành viên"
creditworthiness,mức độ tín nhiệm tín dụng,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,mức độ tín nhiệm tín dụng,lender’s assessment of how reliable a company is in repaying a debt,sự đánh giá của bên cho vay về mức độ đáng tin cậy của một doanh nghiệp trong việc hoàn trả khoản nợ
debt service,nghĩa vụ trả nợ,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,nghĩa vụ trả nợ,"repayment of a loan, including principal and interest","việc hoàn trả một khoản vay, bao gồm cả tiền gốc và tiền lãi"
downtime,thời gian ngừng hoạt động,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,thời gian ngừng hoạt động,"time when production is not occurring due to repair, restocking inventory, or unscheduled work","khoảng thời gian sản xuất bị gián đoạn do sửa chữa, bảo trì, bổ sung tồn kho hoặc các yếu tố ngoài kế hoạch"
ergonomics,công thái học,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,công thái học,study of how work is performed,lĩnh vực nghiên cứu về cách thức công việc được thực hiện
flat organization,tổ chức phẳng,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,tổ chức phẳng,"organizational structure where owners, executives, or key decision makers interact directly with staff at all levels, with very few if any mid-level managers","cấu trúc tổ chức trong đó chủ sở hữu, nhà quản lý cấp cao hoặc người ra quyết định chính tương tác trực tiếp với nhân viên ở mọi cấp, với rất ít hoặc không có cấp quản lý trung gian"
hybrid group,nhóm lai,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,nhóm lai,"group of individuals who have a loose and flexible set of criteria for membership and function within a very broad set of guidelines; certain criteria may be required of regular members, but guests are frequently accepted with no long-term commitment expected","nhóm các cá nhân có tiêu chí thành viên lỏng lẻo và linh hoạt, hoạt động trong khuôn khổ các hướng dẫn rộng; một số tiêu chí có thể áp dụng cho thành viên chính thức, nhưng khách thường được chấp nhận mà không yêu cầu cam kết dài hạn"
inventory management,quản lý tồn kho,other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,quản lý tồn kho,"business operations that include managing the quantity of inventory units in stock, scheduling and cataloguing replacement inventory, organizing shelf location for unit storage, paying for inventory received, and processing, fulfilling, packaging, and shipping customer orders","các hoạt động kinh doanh bao gồm việc quản lý số lượng đơn vị hàng tồn kho, lập kế hoạch và ghi nhận hàng thay thế, tổ chức vị trí lưu trữ, thanh toán hàng nhận được, và xử lý, hoàn tất, đóng gói và vận chuyển đơn hàng cho khách"
line of credit (loc),hạn mức tín dụng (LOC),other,approved,medium,auto,,,,false,Source: glossary.md — Chương 12,hạn mức tín dụng (LOC),"agreement between a bank and a depositor in which the bank makes available a maximum amount of money the depositor can borrow at any time during the term of the loan; the borrower pays a fee during the term, whether or not there is an outstanding balance, and also pays interest when there is a balance on the loan","thỏa thuận giữa ngân hàng và người gửi tiền, trong đó ngân hàng cung cấp một hạn mức tối đa mà người vay có thể sử dụng bất kỳ lúc nào trong thời hạn vay; người vay trả một khoản phí trong suốt thời hạn, dù có hay không số dư nợ, và đồng thời trả lãi khi có dư nợ"
